Area,0-2 years,3-6 years,7-12 years,13-15 years,16-17 years,18-19 years,20-24 years,25-29 years,30-34 years,35-39 years,40-44 years,45-49 years,50-54 years,55-59 years,60-64 years,65-69 years,70-74 years,75-79 years,80-84 years,85 years or over
Ilmajoki,0.03372446,0.05432018,0.08574711,0.037827194,0.024862558,0.023795849,0.03930418,0.046689093,0.05809469,0.068105355,0.06474112,0.05628949,0.059325512,0.0653155,0.068187416,0.06597194,0.05612538,0.030606383,0.028308854,0.03265775
Isojoki,0.014676114,0.029352227,0.05111336,0.03188259,0.024291499,0.016700406,0.040991902,0.039979756,0.037955467,0.04048583,0.043016195,0.05516194,0.07338057,0.08603239,0.09362348,0.08856275,0.08451417,0.0541498,0.037449393,0.05668016
Karijoki,0.020408163,0.032182105,0.039246466,0.027472528,0.016483517,0.009419153,0.03689168,0.044740975,0.043171115,0.041601256,0.039246466,0.04631083,0.07849293,0.07849293,0.09968603,0.09576138,0.07064364,0.053375196,0.05808477,0.068288855
Kauhajoki,0.02646729,0.039252337,0.06773832,0.034766354,0.02340187,0.022205608,0.04508411,0.043813083,0.049943924,0.054504674,0.051962618,0.057121497,0.07192523,0.07057944,0.07895327,0.08127103,0.07259813,0.04142056,0.032224298,0.034766354
Kauhava,0.023842217,0.040069904,0.072650105,0.038509548,0.022157034,0.021283235,0.03819748,0.043253027,0.04362751,0.054237925,0.05492448,0.05373861,0.06703283,0.074148044,0.074397705,0.0778929,0.07158907,0.04656098,0.038322307,0.0435651
Kuortane,0.02043673,0.032474805,0.06886898,0.033594623,0.022676371,0.02519597,0.030515118,0.034714445,0.03443449,0.052351624,0.05487122,0.05431131,0.07530795,0.06970885,0.07670773,0.08202688,0.07922732,0.05263158,0.048712205,0.0512318
Kurikka,0.024818633,0.040712103,0.06500573,0.03393471,0.022384498,0.019377625,0.039662085,0.043193966,0.045294005,0.052548684,0.052262314,0.054744177,0.0656262,0.07254677,0.07894234,0.08882207,0.07669912,0.04696449,0.038087055,0.038373426
Lappajarvi,0.023066927,0.04126056,0.05880442,0.025990903,0.022417154,0.02014295,0.033788174,0.0331384,0.046133853,0.042560104,0.037361924,0.045808967,0.05620533,0.08739441,0.09324236,0.08609486,0.09226771,0.054905783,0.050357375,0.04905783
Lapua,0.02987454,0.051154085,0.077493586,0.041103486,0.024329383,0.023566924,0.037776392,0.046648644,0.053302836,0.061689887,0.062729605,0.057669647,0.065363556,0.06460109,0.06799751,0.06966105,0.061204687,0.039231997,0.030775629,0.033825465
Seinajoki,0.031791177,0.0484136,0.071514346,0.034350906,0.023037544,0.025976488,0.07164075,0.073363036,0.06822778,0.06511503,0.059932373,0.052189987,0.05873151,0.061196435,0.060327392,0.059189737,0.052743018,0.034003288,0.024412211,0.023843383
Soini,0.02589928,0.05035971,0.061870504,0.03213429,0.02589928,0.020623501,0.035971224,0.036930457,0.047002397,0.043165468,0.033573143,0.043645084,0.07913669,0.08153477,0.08057554,0.08489209,0.074820146,0.045083933,0.055155877,0.04172662
Teuva,0.021907717,0.036448237,0.06378441,0.033152383,0.02481582,0.018611865,0.031601395,0.035866614,0.04051958,0.04420318,0.04207057,0.053315237,0.066692516,0.07851881,0.08607987,0.08860023,0.08103916,0.057386585,0.046141915,0.049243893
Vimpeli,0.017235436,0.03826267,0.065839365,0.041020337,0.025163736,0.023784902,0.034126163,0.036883835,0.03791796,0.054808687,0.05067218,0.049638055,0.0713547,0.079627715,0.08996898,0.086866595,0.07307825,0.042054463,0.03791796,0.043778006
ahtari,0.02226898,0.032439068,0.063826054,0.0333158,0.021567596,0.019288095,0.032614414,0.038751535,0.04383658,0.044011924,0.04944766,0.049096968,0.06838506,0.075223565,0.09451166,0.09591443,0.08416623,0.049096968,0.041031037,0.041206382
MK15 Ostrobothnia,0.030725578,0.046362158,0.07291171,0.03409405,0.022340342,0.022672212,0.062679075,0.062452294,0.059371438,0.06187152,0.05852517,0.056583736,0.061108224,0.05960928,0.061545186,0.06332622,0.060394704,0.039901767,0.030631548,0.03289379
Isokyro,0.022169095,0.04455553,0.07628776,0.038252555,0.025429254,0.018908933,0.035427082,0.042164747,0.039339274,0.052814607,0.052379917,0.058682896,0.07346229,0.069984786,0.082156055,0.07389698,0.06628994,0.04977179,0.03694849,0.041078027
Kaskinen,0.024564184,0.02614897,0.04199683,0.02377179,0.01584786,0.015055467,0.019017432,0.04199683,0.030903328,0.042789225,0.03882726,0.05229794,0.05229794,0.08082409,0.09508716,0.14183836,0.10459588,0.074484944,0.045166403,0.032488115
Korsnas,0.024505183,0.040527806,0.06550424,0.026861452,0.018850142,0.021206409,0.054194156,0.05325165,0.051837888,0.051366635,0.05843544,0.051837888,0.06927427,0.06503299,0.06786051,0.07728558,0.07587182,0.047125354,0.033459,0.04571159
Kristinestad,0.023195876,0.0301698,0.050788358,0.02501516,0.014402668,0.020315344,0.03729533,0.04290479,0.040175863,0.038053367,0.042601578,0.054426927,0.067465134,0.07413584,0.08884172,0.09520922,0.099302605,0.05563978,0.04548211,0.05457853
Kronoby,0.028729452,0.04255646,0.075587645,0.038254723,0.026117682,0.023659548,0.04885543,0.04839453,0.052081734,0.059763405,0.0537717,0.054847136,0.065294206,0.06575511,0.06698418,0.06821325,0.067291446,0.04117376,0.03548932,0.03717929
Laihia,0.030280467,0.056465626,0.088855796,0.03710598,0.024695955,0.01799454,0.029039463,0.043931495,0.055969223,0.07061306,0.07359146,0.05919583,0.060436834,0.061801936,0.06962025,0.06552494,0.06415984,0.03499628,0.027922561,0.02779846
Larsmo,0.058426965,0.08146068,0.11666667,0.054307114,0.03258427,0.029962547,0.06367041,0.0659176,0.05636704,0.052996255,0.05636704,0.049250938,0.049625468,0.047378276,0.04082397,0.042509362,0.0417603,0.02247191,0.017790262,0.019662922
Malax,0.026291765,0.039255068,0.06810298,0.025926603,0.02044915,0.018440751,0.043454446,0.052948695,0.05331386,0.056235164,0.06262553,0.057695817,0.060251962,0.06554683,0.071024284,0.07321526,0.07065912,0.052948695,0.039072484,0.042541537
Korsholm,0.03502366,0.05487554,0.08429336,0.039549474,0.022269081,0.020006172,0.033686485,0.045875333,0.05667558,0.07488171,0.06824727,0.06516149,0.06675581,0.058012754,0.061561406,0.059864227,0.05708702,0.03692656,0.027000617,0.03224645
Narpes,0.031781226,0.041600674,0.0617675,0.025762854,0.019638898,0.01752719,0.04519058,0.05416535,0.055537958,0.056277055,0.053426247,0.05786084,0.063773625,0.06662443,0.061556328,0.069897585,0.073804244,0.049414,0.039594553,0.05479886
Jakobstad,0.028426185,0.03848947,0.06826434,0.033665318,0.024431994,0.022460837,0.05482934,0.058927275,0.054984957,0.055607427,0.055918664,0.060639072,0.06515199,0.061209667,0.061313413,0.06676004,0.06764187,0.049175225,0.036829546,0.03527337
Pedersore,0.04184822,0.061909948,0.10139797,0.047022514,0.02923021,0.027505446,0.05900508,0.06127451,0.054738563,0.062091503,0.055646334,0.055374,0.0541939,0.055646334,0.05355846,0.053286128,0.050835148,0.031499635,0.020606391,0.023329703
Nykarleby,0.030449362,0.04976526,0.08061703,0.030985916,0.020389,0.021596244,0.043192487,0.057008717,0.06264252,0.06063045,0.05405768,0.061301142,0.056740444,0.0555332,0.06384976,0.06894702,0.06519115,0.04587525,0.034607645,0.03661972
Vaasa,0.028185694,0.042781856,0.06439484,0.031516463,0.020872809,0.024692088,0.09256573,0.07913903,0.068332545,0.065475486,0.059406087,0.05317385,0.05893238,0.05589768,0.05610493,0.05724479,0.051989578,0.034802817,0.027578754,0.0269126
Voyri,0.0314532,0.050052926,0.07439891,0.032662936,0.020867987,0.020263119,0.043701798,0.052926056,0.057765007,0.054438226,0.05428701,0.055799183,0.05836988,0.06744292,0.07213065,0.0691063,0.06502344,0.04385302,0.032814153,0.04264328
MK16 Central Ostrobothnia,0.03315458,0.05182869,0.07937227,0.03707059,0.024518901,0.023759078,0.052632347,0.05435656,0.05885705,0.058681708,0.057249732,0.052676182,0.06040592,0.06335754,0.06389818,0.06883703,0.062933795,0.038940925,0.02880021,0.028668704
Halsua,0.01802575,0.03776824,0.054935623,0.030042918,0.021459227,0.026609441,0.043776825,0.035193134,0.042060085,0.043776825,0.043776825,0.0583691,0.063519314,0.07639485,0.06781116,0.10386266,0.07639485,0.04978541,0.059227467,0.047210302
Kannus,0.035259906,0.051799346,0.07179207,0.040530715,0.028353326,0.0261723,0.044529263,0.0523446,0.052889857,0.049618322,0.05743366,0.0523446,0.06161396,0.072700836,0.07379135,0.07179207,0.061250456,0.04089422,0.025808796,0.029080335
Kaustinen,0.03252984,0.055698574,0.078165226,0.03721039,0.02246665,0.019190265,0.04399719,0.05101802,0.06435759,0.069272175,0.05803885,0.049847882,0.062017318,0.06154926,0.06880412,0.066931896,0.058272876,0.04189094,0.029253451,0.02948748
Kokkola,0.03361521,0.052101474,0.07927482,0.03598632,0.023857985,0.023962902,0.057410244,0.058165643,0.06229935,0.06083052,0.059319723,0.05449357,0.060725603,0.060746584,0.05969742,0.06523701,0.0621105,0.037182365,0.026543844,0.026438927
Lestijarvi,0.027137043,0.03799186,0.05291723,0.031207599,0.027137043,0.02578019,0.03256445,0.03256445,0.04477612,0.031207599,0.036635008,0.048846677,0.05291723,0.118046135,0.08276798,0.101763904,0.080054276,0.048846677,0.036635008,0.05020353
Perho,0.04637168,0.066548675,0.11115044,0.0520354,0.030442478,0.026548672,0.042477876,0.04176991,0.05415929,0.054513276,0.042477876,0.03362832,0.04743363,0.054513276,0.06477876,0.07823009,0.05876106,0.03575221,0.030442478,0.027964601
Toholampi,0.029884318,0.047236502,0.08483291,0.044987146,0.028277636,0.026028277,0.033097688,0.044987146,0.039845757,0.04338046,0.05269923,0.046915166,0.06651671,0.07390746,0.07294344,0.06973008,0.0751928,0.047236502,0.036632393,0.03566838
Veteli,0.021794062,0.0423247,0.07706886,0.030006317,0.022109918,0.01642451,0.042640556,0.03758686,0.0423247,0.058433354,0.052116234,0.051168665,0.057485785,0.068856604,0.08780796,0.09065066,0.06727732,0.046430826,0.045167405,0.0423247
MK17 North Ostrobothnia,0.032506716,0.05264933,0.08405453,0.040178474,0.025058169,0.025063021,0.062140767,0.06327867,0.06115086,0.06395559,0.061315846,0.053411167,0.059712104,0.061747715,0.06286864,0.060658336,0.049609255,0.032894913,0.025143087,0.022602817
Alavieska,0.02837155,0.0559658,0.08356005,0.042363,0.026816946,0.024485037,0.048970073,0.04819277,0.045472212,0.05324524,0.045472212,0.04858142,0.06762534,0.06995725,0.074232414,0.06879129,0.05013603,0.038476486,0.042363,0.03692188
Haapajarvi,0.03176158,0.045613546,0.08143277,0.04365468,0.030082552,0.0267245,0.042955086,0.0460333,0.04239541,0.05456835,0.04729257,0.052049812,0.06814048,0.075696096,0.07667553,0.073737234,0.0631034,0.03889744,0.03148174,0.027703932
Haapavesi,0.032681644,0.05777648,0.08739422,0.044061862,0.02874234,0.025824336,0.04391596,0.04916837,0.04960607,0.058651883,0.052669972,0.048147067,0.05748468,0.06477969,0.076014005,0.073241904,0.055587977,0.034286547,0.033265248,0.026699737
Hailuoto,0.02566735,0.03593429,0.06057495,0.02053388,0.014373717,0.009240246,0.029774128,0.017453799,0.036960986,0.04106776,0.049281314,0.05544148,0.06570842,0.08008213,0.08213552,0.1036961,0.114989735,0.07905544,0.046201233,0.031827517
Ii,0.036300953,0.060940985,0.09926993,0.047759075,0.029203001,0.021699453,0.03660515,0.04268911,0.053640235,0.058101803,0.0586088,0.051105253,0.062461976,0.07473129,0.06307037,0.065808155,0.048975866,0.03396877,0.028290408,0.026769418
Kalajoki,0.028578348,0.048922256,0.079115205,0.041333657,0.023653831,0.021554856,0.04020344,0.04682328,0.05045612,0.05586502,0.054331154,0.05578429,0.065068215,0.06829741,0.07217244,0.07677404,0.06539114,0.042463873,0.03213046,0.031080972
Kempele,0.04022764,0.06433075,0.104893155,0.04759248,0.028845618,0.024437873,0.043352116,0.049880043,0.061485242,0.075545385,0.070747085,0.06505607,0.06388439,0.055403672,0.05088434,0.049266305,0.04229203,0.029738326,0.020253306,0.011884172
Kuusamo,0.023673309,0.03820609,0.06674558,0.033997502,0.021042941,0.020714145,0.035509963,0.04228316,0.045965675,0.05135793,0.050700337,0.049319394,0.074044846,0.08851187,0.092851974,0.08450056,0.06161636,0.05109489,0.03708818,0.030775301
Karsamaki,0.028319938,0.046306927,0.08304631,0.0413318,0.028319938,0.022962112,0.03520857,0.04286261,0.045158822,0.045158822,0.047072332,0.04936854,0.065824725,0.07233065,0.082280904,0.07347876,0.06429391,0.050133947,0.04247991,0.034060467
Liminka,0.047042616,0.09182167,0.14447397,0.06652889,0.04074402,0.028146835,0.030804055,0.04212184,0.061706524,0.07627202,0.08355477,0.06465899,0.050388742,0.03857888,0.034051765,0.034150183,0.023718137,0.018305285,0.011022537,0.011908277
Lumijoki,0.04288499,0.07066277,0.13060428,0.06335282,0.0331384,0.019980507,0.04044834,0.044346977,0.045321636,0.06725146,0.0579922,0.047758285,0.049707603,0.053118907,0.057017542,0.065789476,0.038986355,0.029727096,0.023879142,0.01803119
Merijarvi,0.05253623,0.07155797,0.08514493,0.04347826,0.033514492,0.02807971,0.04438406,0.064311594,0.04710145,0.0317029,0.03442029,0.038043477,0.0634058,0.0634058,0.07065217,0.07427536,0.058876812,0.029891305,0.028985508,0.036231883
Muhos,0.036414254,0.06547884,0.104008906,0.053452116,0.03273942,0.022160357,0.03585746,0.044877507,0.05412027,0.065256126,0.06726058,0.05155902,0.06336303,0.067594655,0.06336303,0.055679288,0.040868595,0.028285079,0.022828508,0.024832962
Nivala,0.036881812,0.06389122,0.100400485,0.04666108,0.03054857,0.026078047,0.04666108,0.04843066,0.055974666,0.06240104,0.050386515,0.0461954,0.05047965,0.054950174,0.0633324,0.069106825,0.051317874,0.036509268,0.029430939,0.030362299
Oulainen,0.028802153,0.046702556,0.080484524,0.039569315,0.027590849,0.029205922,0.042934053,0.045087483,0.04885599,0.05370121,0.050336473,0.04845222,0.05948856,0.06621803,0.0795424,0.06931359,0.06675639,0.041588157,0.034993272,0.04037685
Oulu,0.03207789,0.04956599,0.0775273,0.036390968,0.02275418,0.026846198,0.08456675,0.08152107,0.070826806,0.06977064,0.06676426,0.05499909,0.0579367,0.05662509,0.05423767,0.051059358,0.04232513,0.026836373,0.020150613,0.01721792
Pudasjarvi,0.024530664,0.043804757,0.068460576,0.036670838,0.024530664,0.01902378,0.029787235,0.038548186,0.039674595,0.0387985,0.04330413,0.044806007,0.06558198,0.08710889,0.09123905,0.09086358,0.07083855,0.056821026,0.046683352,0.038923655
Pyhajoki,0.028289892,0.047043864,0.077240944,0.03782581,0.023839796,0.024475524,0.032739986,0.04036872,0.047997456,0.048633184,0.059122697,0.052765418,0.06389066,0.06198347,0.0705658,0.09090909,0.07469803,0.04577241,0.03242212,0.03941513
Pyhajarvi,0.02667683,0.038109757,0.062118903,0.031821646,0.018292682,0.014100609,0.036775913,0.040777437,0.039634146,0.04363567,0.042873476,0.04344512,0.06764482,0.07507622,0.09089177,0.09146342,0.08422256,0.05926067,0.04668445,0.046493903
Pyhanta,0.03403982,0.059087988,0.09120103,0.0507386,0.026332691,0.0179833,0.048169557,0.040462427,0.04881182,0.0507386,0.0507386,0.040462427,0.05202312,0.07514451,0.089916505,0.081567116,0.05330764,0.036608864,0.028901733,0.023763647
Raahe,0.029462738,0.050179355,0.083229214,0.039941963,0.024706783,0.022490025,0.042602073,0.045907058,0.051186975,0.05920761,0.060295835,0.056587804,0.056628108,0.06307686,0.07508766,0.07802991,0.06807464,0.04123171,0.026722018,0.025351658
Reisjarvi,0.029894276,0.048851624,0.076558515,0.046664238,0.029165147,0.02770689,0.041560337,0.04593511,0.048122495,0.041560337,0.047028802,0.0419249,0.07109005,0.07254831,0.07181918,0.07546482,0.06452789,0.046664238,0.03755013,0.035362743
Sievi,0.03935743,0.06586345,0.12008032,0.0564257,0.03253012,0.030321285,0.04317269,0.042971887,0.05120482,0.051606424,0.05702811,0.048594378,0.05763052,0.05863454,0.055220883,0.05682731,0.050200805,0.030321285,0.024497991,0.02751004
Siikajoki,0.035435323,0.058677845,0.09754239,0.045151457,0.028576871,0.021146886,0.035435323,0.039055057,0.04762812,0.06134502,0.055058107,0.04362736,0.058868356,0.06915603,0.08153934,0.07696704,0.05848733,0.031053534,0.026100209,0.02914841
Vaala,0.020216104,0.027187172,0.05158592,0.03276403,0.023353085,0.016730567,0.031369817,0.028581386,0.02579296,0.03764378,0.034506798,0.047054723,0.07563611,0.094458,0.10073196,0.10386895,0.0846985,0.06692227,0.05088881,0.046009064
Siikalatva,0.022071308,0.03829466,0.068854935,0.034710433,0.020373514,0.02018487,0.030371629,0.037540086,0.040747028,0.04999057,0.04640634,0.051688362,0.07357103,0.080928124,0.08394642,0.08281457,0.072439164,0.051688362,0.047349557,0.04602905
Taivalkoski,0.019383699,0.03553678,0.07007952,0.03553678,0.022117296,0.019632207,0.043986082,0.04249503,0.039264414,0.039015904,0.038270377,0.046471175,0.07654075,0.08474155,0.09965209,0.08921471,0.0666004,0.055666003,0.04324056,0.03255467
Tyrnava,0.048831016,0.08745191,0.14146197,0.055933706,0.033441845,0.025451317,0.035513464,0.041284405,0.06451613,0.0662918,0.06096478,0.05341817,0.0565256,0.049422905,0.052974254,0.040396567,0.032258064,0.022195917,0.016129032,0.015537141
Utajarvi,0.01665433,0.041820873,0.069207996,0.040340487,0.025166543,0.019245004,0.037009623,0.028867505,0.041820873,0.04404145,0.03997039,0.043671355,0.075869724,0.084011845,0.09474463,0.09178387,0.07438934,0.044781644,0.03849001,0.048112508
Ylivieska,0.03878517,0.06153037,0.086444914,0.040494345,0.02576913,0.02576913,0.05456219,0.06415987,0.06830134,0.06816987,0.05429924,0.046082042,0.048448592,0.05824349,0.06672364,0.06264791,0.04858007,0.031356823,0.025703393,0.023928478
MK18 Kainuu,0.022693366,0.03681855,0.061058566,0.030549815,0.020147547,0.020831907,0.04724819,0.04871272,0.050341494,0.052380886,0.049314957,0.050546803,0.06657451,0.08046701,0.087502226,0.08525752,0.07006474,0.047275566,0.03666799,0.03554564
Hyrynsalmi,0.015303891,0.022299957,0.03891561,0.020988194,0.02055094,0.009619589,0.027547006,0.030607782,0.028421514,0.028421514,0.031919546,0.04766069,0.078268476,0.09007433,0.12286839,0.11587232,0.09794491,0.07127241,0.053782247,0.04766069
Kajaani,0.026938576,0.042517513,0.06864469,0.031888135,0.021096475,0.025180537,0.0651827,0.06304601,0.061287966,0.059448786,0.05274119,0.04854894,0.06074703,0.072728746,0.07424337,0.07110594,0.057636652,0.038730964,0.030292375,0.027993402
Kuhmo,0.015367991,0.027014047,0.054028094,0.027494296,0.016088367,0.013687117,0.026533797,0.033137232,0.038900226,0.041061353,0.04550366,0.05126666,0.071677275,0.08776564,0.10205307,0.10745588,0.087165326,0.062432464,0.05138672,0.03998079
Paltamo,0.01648681,0.03057554,0.058453236,0.03177458,0.021282973,0.01648681,0.0293765,0.03297362,0.038369305,0.044664267,0.04286571,0.04736211,0.070143886,0.09502398,0.10341727,0.097122304,0.08303358,0.056055155,0.040767387,0.04376499
Puolanka,0.014247208,0.018097805,0.045822103,0.023103582,0.015402388,0.016557567,0.029649595,0.025798999,0.026954178,0.03234501,0.03696573,0.051212937,0.07431652,0.100115515,0.11551791,0.10781671,0.106661536,0.06661533,0.042356566,0.05044282
Ristijarvi,0.017857144,0.031832296,0.044254657,0.023291925,0.015527951,0.00931677,0.02173913,0.038819876,0.038819876,0.042701863,0.029503105,0.032608695,0.07065217,0.10559006,0.111801244,0.10248447,0.08695652,0.051242236,0.044254657,0.08074534
Sotkamo,0.02570026,0.041293677,0.065261334,0.035133313,0.021368755,0.0221388,0.036192127,0.040427376,0.049090385,0.058234673,0.056983348,0.05717586,0.06959284,0.07854462,0.08403119,0.082587354,0.06564636,0.043988835,0.0314756,0.035133313
Suomussalmi,0.01488171,0.028364284,0.042610023,0.02734673,0.020096667,0.014627322,0.022767743,0.029890614,0.033706438,0.041846856,0.04222844,0.055329435,0.07644365,0.09208853,0.108750954,0.10760621,0.08776393,0.05800051,0.048079368,0.047570594
MK19 Lapland,0.024691634,0.039647773,0.065599754,0.030881347,0.02051848,0.021431532,0.05408297,0.057611946,0.056486037,0.05650844,0.051814344,0.049584925,0.06523006,0.07848332,0.08120568,0.078236856,0.062479693,0.042106856,0.03406863,0.029329719
Enontekio,0.017818574,0.035097193,0.05885529,0.022678185,0.015658747,0.010799136,0.037796978,0.041036718,0.055075593,0.05723542,0.051835854,0.05561555,0.07343412,0.08693305,0.105291575,0.1074514,0.07289417,0.044816416,0.02699784,0.022678185
Inari,0.02077922,0.030303031,0.056565657,0.026839826,0.017171716,0.017316017,0.035209235,0.053823955,0.054401156,0.05800866,0.058297258,0.05988456,0.07056277,0.09090909,0.097114,0.083694085,0.06782107,0.041847043,0.032611832,0.026839826
Kemi,0.024642024,0.037914466,0.06474478,0.0290186,0.019314019,0.022311023,0.04990248,0.053660624,0.05551591,0.05451691,0.05247134,0.049141336,0.06350792,0.07516293,0.08443937,0.08182294,0.06688549,0.042909473,0.037200894,0.034917463
Keminmaa,0.027740272,0.045047257,0.07364674,0.038541794,0.022339512,0.022953235,0.037314348,0.043328833,0.051920954,0.060635816,0.057198968,0.05486682,0.06984166,0.07622438,0.07548791,0.08002946,0.07106911,0.03547318,0.031054376,0.025285382
Kittila,0.025947794,0.043039154,0.0615289,0.032162834,0.016935986,0.016159104,0.05018645,0.06106277,0.069453076,0.06587943,0.062461156,0.05562461,0.07256059,0.08017402,0.074269734,0.0738036,0.049254194,0.03262896,0.02998757,0.02688005
Kolari,0.025039123,0.041210223,0.06390193,0.025821596,0.014084507,0.015910277,0.03468962,0.05477308,0.057902973,0.05894627,0.044861764,0.04590506,0.07876891,0.08711529,0.08841941,0.08555034,0.06703182,0.0485133,0.034950443,0.02660407
Kemijarvi,0.013432836,0.025915876,0.043419268,0.0229308,0.01696065,0.014246947,0.02578019,0.03202171,0.038670287,0.037856173,0.034192674,0.043147895,0.0734057,0.09701493,0.10244233,0.110447764,0.092672996,0.07123473,0.056580734,0.04762551
Muonio,0.02261853,0.03740757,0.07264028,0.031317964,0.019573728,0.016093954,0.03827751,0.054371465,0.049151804,0.053936493,0.052196607,0.06046107,0.06785559,0.07525011,0.08481949,0.080904745,0.06481079,0.057416268,0.034362767,0.026533276
Pelkosenniemi,0.019916143,0.02620545,0.03668763,0.014675053,0.01048218,0.007337526,0.015723271,0.039832287,0.033542976,0.047169812,0.0524109,0.04926625,0.06603774,0.0932914,0.13731655,0.11320755,0.09014675,0.0639413,0.045073375,0.03773585
Posio,0.010503553,0.022551745,0.039542787,0.02471424,0.02038925,0.01235712,0.024096385,0.022860674,0.025949953,0.037998147,0.034908865,0.05282669,0.08557306,0.102564104,0.10318196,0.11831943,0.10163732,0.0716713,0.05159098,0.036762435
Ranua,0.02412731,0.04466119,0.08701232,0.046457905,0.028234087,0.022330595,0.039271045,0.039271045,0.036447637,0.03567762,0.04312115,0.04517454,0.058008213,0.09034908,0.09394251,0.08495893,0.06596509,0.044917863,0.03824435,0.031827517
Rovaniemi,0.028400242,0.044181686,0.07145355,0.030466292,0.021359779,0.024824386,0.07811259,0.075394936,0.06999142,0.06501701,0.054384794,0.047121834,0.06139347,0.06953053,0.06875179,0.061186865,0.047264867,0.032738946,0.02620705,0.022217983
Salla,0.011458035,0.02663993,0.04325408,0.024348324,0.014036093,0.008879977,0.028358636,0.028072186,0.029790891,0.03609281,0.042967632,0.038670868,0.0676024,0.104841016,0.11773131,0.11400745,0.08421656,0.05643082,0.067029506,0.05557147
Savukoski,0.020689655,0.02955665,0.032512315,0.030541873,0.01674877,0.018719211,0.01773399,0.032512315,0.039408866,0.04039409,0.039408866,0.04236453,0.08669951,0.10935961,0.11133005,0.096551724,0.08866995,0.06502463,0.046305418,0.03546798
Simo,0.01642036,0.03415435,0.064367816,0.038752053,0.029228242,0.02134647,0.023316912,0.02364532,0.032512315,0.050246306,0.050246306,0.05090312,0.0679803,0.0863711,0.093596056,0.103119865,0.08045977,0.06272578,0.041707717,0.028899835
Sodankyla,0.02096163,0.039554715,0.05660824,0.023803884,0.01788252,0.017527238,0.04239697,0.05530554,0.058147795,0.04985789,0.046068214,0.04879204,0.073661774,0.0946234,0.08633349,0.083491236,0.06904311,0.04713406,0.040265277,0.028540976
Tervola,0.031025473,0.043435663,0.063357286,0.03559765,0.02090137,0.021554539,0.04082299,0.044742,0.040169824,0.042129327,0.035924233,0.052580014,0.069562376,0.08817766,0.086218156,0.070868716,0.07054213,0.05649902,0.043435663,0.04245591
Tornio,0.028388571,0.043702856,0.07675429,0.038491428,0.024137143,0.02528,0.052845713,0.058422856,0.051885713,0.05737143,0.05984,0.05545143,0.057965714,0.07008,0.073371425,0.07616,0.062491428,0.03565714,0.026422856,0.02528
Pello,0.01454334,0.02530541,0.034031413,0.027341478,0.017452007,0.012507272,0.030831879,0.03432228,0.032867946,0.036067482,0.034031413,0.040139616,0.06689936,0.09336824,0.111401975,0.12100058,0.086678304,0.07184409,0.055846423,0.053519487
Utsjoki,0.022727273,0.030844156,0.06737013,0.0349026,0.016233766,0.01866883,0.01866883,0.032467533,0.055194806,0.05762987,0.04383117,0.064935066,0.073051944,0.0762987,0.08847403,0.08603896,0.08603896,0.051136363,0.040584415,0.0349026
Ylitornio,0.014172054,0.024863252,0.047737446,0.02461462,0.021382397,0.01964197,0.034062654,0.03455992,0.028095474,0.042018898,0.0397812,0.04152163,0.06638488,0.093485825,0.10343113,0.104674295,0.07782198,0.063898556,0.05942317,0.05842864
MK21 aland,0.030749606,0.04471449,0.06858236,0.033099465,0.020980898,0.020275941,0.043405283,0.059552185,0.060559265,0.06314411,0.062304877,0.06566182,0.0742556,0.06613179,0.06435262,0.0657961,0.06227131,0.04008191,0.02688912,0.027191246
Brando,0.008908686,0.026726058,0.042316258,0.0311804,0.011135858,0.0155902,0.035634745,0.053452116,0.02895323,0.037861917,0.035634745,0.05790646,0.07126949,0.10690423,0.100222714,0.09799554,0.100222714,0.0623608,0.02895323,0.046770602
Eckero,0.024973985,0.039542142,0.059313215,0.023933403,0.020811655,0.013527576,0.036420394,0.04994797,0.059313215,0.056191467,0.05723205,0.056191467,0.08324662,0.08220603,0.08324662,0.075962536,0.0665973,0.04682622,0.032258064,0.032258064
Finstrom,0.030139104,0.045981452,0.07689335,0.038639877,0.02163833,0.01854714,0.03670788,0.054482225,0.059119012,0.061437402,0.061437402,0.06955178,0.07843895,0.06452859,0.062983,0.07071097,0.054095827,0.042117465,0.02472952,0.02782071
Foglo,0.02247191,0.039325844,0.039325844,0.029962547,0.028089888,0.026217228,0.043071162,0.056179777,0.052434456,0.04868914,0.056179777,0.050561797,0.06928839,0.058052436,0.074906364,0.08801498,0.06928839,0.059925094,0.026217228,0.061797753
Geta,0.017509727,0.042801555,0.07587548,0.035019454,0.019455252,0.017509727,0.04085603,0.050583657,0.06225681,0.06614786,0.054474708,0.05836576,0.07198443,0.09338521,0.06420233,0.052529182,0.056420233,0.04474708,0.035019454,0.04085603
Hammarland,0.032974,0.046290424,0.07736208,0.042485733,0.019023463,0.018389346,0.032339886,0.050729234,0.061509196,0.06341154,0.06404565,0.079264425,0.07102092,0.06975269,0.054533925,0.060240965,0.06721623,0.03868104,0.02219404,0.028535193
Jomala,0.043322735,0.05782989,0.09141494,0.041335452,0.023847377,0.017686805,0.033187598,0.06399046,0.060413353,0.07750397,0.07889507,0.072337046,0.07869634,0.05564388,0.05465024,0.05027822,0.046104927,0.02583466,0.015302067,0.01172496
